#Frame            fit       ligand
     909       2.2976       2.8404
     910       2.1735       2.2407
     911       2.1062       2.0657
     912       2.1834       2.0366
     913       2.0652       1.9422
     914       2.1584       1.9739
     915       2.1516       2.2365
     916       2.1215       2.0317
     917       2.1443       1.8144
     918       2.2041       2.4510
     919       2.0714       1.9286
     920       2.1041       2.4160
     921       2.1334       2.9395
     922       2.1587       2.5774
     923       2.1839       2.3154
     924       2.1813       2.4705
     925       2.0354       2.1580
     926       2.1428       2.3200
     927       2.1069       2.4277
     928       1.9915       2.0196
     929       2.3055       2.4686
     930       2.1750       2.4986
     931       2.1466       2.5686
     932       1.9511       1.7493
     933       1.9507       1.9257
     934       2.0854       2.0742
     935       2.2065       2.3570
     936       2.3346       2.3154
     937       2.1685       2.1237
     938       2.0754       2.2801
     939       2.0416       2.0745
     940       1.9226       2.1621
     941       2.0872       2.1074
     942       2.2213       2.0246
     943       2.0715       2.1031
     944       2.2013       2.3391
     945       2.1166       2.8279
     946       2.1144       2.2696
     947       2.0986       2.2388
     948       2.2477       2.4125
     949       2.3980       2.5288
     950       2.1657       2.2136
     951       2.2113       2.1266
     952       2.1721       2.0893
     953       2.2282       2.1333
     954       2.1464       2.4305
     955       2.5074       1.6252
     956       2.4543       2.4978
     957       2.1779       2.4502
     958       1.9711       1.9896
     959       2.0621       2.3310
     960       2.1921       1.5886
     961       2.2177       1.5712
     962       1.9019       1.3479
     963       2.3502       1.4819
     964       2.0910       1.3530
     965       2.2352       1.4591
     966       2.0582       1.2954
     967       2.0884       1.4201
     968       2.0092       1.6451
     969       2.0704       1.3450
     970       1.9180       1.1868
     971       2.2165       1.4020
     972       2.3712       1.3703
     973       1.8982       1.0361
     974       2.0948       1.2403
     975       2.3856       1.2039
     976       2.1564       1.2159
     977       1.9799       1.2858
     978       2.0212       1.2144
     979       1.8371       1.1293
     980       2.0743       1.0597
     981       2.0367       1.2312
     982       2.0589       1.6928
     983       2.0860       1.2168
     984       2.1764       1.4604
     985       2.1782       1.3216
     986       2.1409       1.2407
     987       1.9547       1.0799
     988       1.9650       0.9393
     989       2.1059       1.1206
     990       2.0630       1.2407
     991       1.9819       1.1559
     992       2.0124       1.3001
     993       1.9950       1.0205
     994       1.9599       1.2424
     995       2.1460       1.2193
     996       2.1640       0.9918
     997       2.1563       1.1285
     998       2.0043       1.1762
     999       2.1115       1.0277
    1000       2.0803       1.3278
    1001       1.4784       0.8838
    1002       1.5918       0.6774
    1003       1.4196       0.5042
    1004       1.6908       0.6319
    1005       1.7451       0.4658
    1006       1.7254       0.9248
    1007       1.7975       0.8636
    1008       1.6996       0.9641
    1009       1.7920       0.9017
    1010       1.8061       0.8511
    1011       1.7756       0.8551
    1012       1.7882       1.4896
    1013       1.7317       1.3451
    1014       1.8207       0.9020
    1015       2.0192       1.2881
    1016       1.9733       0.7767
    1017       1.8141       0.8781
    1018       1.9340       0.9611
    1019       1.7981       1.0326
    1020       1.9225       0.8142
    1021       1.8061       0.8007
    1022       1.8385       0.8908
    1023       1.8967       0.8234
    1024       1.7723       0.7421
    1025       1.7103       0.7539
    1026       1.7175       1.0005
    1027       1.7661       0.9575
    1028       1.7605       1.1187
    1029       1.7284       0.7580
    1030       1.7247       0.7673
    1031       1.8574       0.8054
    1032       1.7612       1.1986
    1033       1.7867       1.1127
    1034       1.8847       1.3970
    1035       2.0036       1.4405
    1036       1.9039       1.5189
    1037       1.8659       1.1656
    1038       1.8877       1.0474
    1039       1.7968       1.2322
    1040       1.9040       1.0525
    1041       1.8462       1.4140
    1042       1.8431       1.1747
    1043       2.0672       1.1675
    1044       1.9225       1.2775
    1045       1.9100       1.6205
    1046       1.9527       1.0945
    1047       1.9033       1.2142
    1048       1.8789       1.4909
    1049       1.8244       1.3679
    1050       1.8524       1.4379
    1051       1.7885       1.6512
    1052       1.8002       1.4510
    1053       1.9904       1.2863
    1054       1.8684       1.5861
    1055       1.8731       1.4146
    1056       1.9163       1.4048
    1057       1.8431       1.6022
    1058       2.0380       1.6448
    1059       2.0077       1.9092
    1060       1.9108       1.4317
    1061       1.9617       1.6257
    1062       1.7369       1.3765
    1063       1.9787       1.2824
    1064       1.9382       1.4964
    1065       1.9285       1.3447
    1066       2.0595       1.6910
    1067       1.7754       1.7467
